"spec","estimator","moderator","focal_coef","beta_focal_hat","magnitude","beta_focal_sim","n_reps","fit_ok_rate","alpha","raw_power_overall","holm_proxy_power_overall","raw_power_conditional","holm_proxy_power_conditional","raw_power","holm_proxy_power","weibull_power_citable","weibull_power_status","weibull_calibration_source","weibull_empirical_alpha_nominal_05","weibull_z_critical_emp_05","weibull_z_critical_holm","weibull_p_calibrated_observed","weibull_calibration_fit_ok_rate","weibull_power_note"
"M8","Firth PML","polity_c","eng_c:polity_c",4.81923687228229,0.25,1.20480921807057,2000,1,0.1,0.158,0.0315,0.158,0.0315,0.158,0.0315,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M8","Firth PML","polity_c","eng_c:polity_c",4.81923687228229,0.5,2.40961843614115,2000,1,0.05,0.224,0.0545,0.224,0.0545,0.224,0.0545,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M8","Firth PML","polity_c","eng_c:polity_c",4.81923687228229,0.5,2.40961843614115,2000,1,0.1,0.325,0.0895,0.325,0.0895,0.325,0.0895,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M8","Firth PML","polity_c","eng_c:polity_c",4.81923687228229,1,4.81923687228229,2000,1,0.05,0.6775,0.3565,0.6775,0.3565,0.6775,0.3565,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M8","Firth PML","polity_c","eng_c:polity_c",4.81923687228229,1,4.81923687228229,2000,1,0.1,0.78,0.459,0.78,0.459,0.78,0.459,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M8","Firth PML","polity_c","eng_c:polity_c",4.81923687228229,2,9.63847374456459,2000,1,0.05,0.997,0.9715,0.997,0.9715,0.997,0.9715,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M8","Firth PML","polity_c","eng_c:polity_c",4.81923687228229,2,9.63847374456459,2000,1,0.1,0.999,0.9825,0.999,0.9825,0.999,0.9825,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M1","Weibull AFT","repress_c","eng_c:repress_c",-5.15351672290983,0,0,2000,1,0.05,0.086,0.0235,0.086,0.0235,0.086,0.0235,FALSE,"nominal_wald_diagnostic_not_size_calibrated","weibull_bootstrap_calibration.csv",0.0940940940940941,2.23101512295055,3.17865548267371,0.1001001001001,1,"Nominal survreg Wald power/MDE diagnostic; bootstrap calibration shows anti-conservative size, so this row is not size-calibrated citation-ready power."
"M1","Weibull AFT","repress_c","eng_c:repress_c",-5.15351672290983,0,0,2000,1,0.1,0.1525,0.0335,0.1525,0.0335,0.1525,0.0335,FALSE,"nominal_wald_diagnostic_not_size_calibrated","weibull_bootstrap_calibration.csv",0.0940940940940941,2.23101512295055,3.17865548267371,0.1001001001001,1,"Nominal survreg Wald power/MDE diagnostic; bootstrap calibration shows anti-conservative size, so this row is not size-calibrated citation-ready power."
"M1","Weibull AFT","repress_c","eng_c:repress_c",-5.15351672290983,0.25,-1.28837918072746,2000,1,0.05,0.1015,0.0205,0.1015,0.0205,0.1015,0.0205,FALSE,"nominal_wald_diagnostic_not_size_calibrated","weibull_bootstrap_calibration.csv",0.0940940940940941,2.23101512295055,3.17865548267371,0.1001001001001,1,"Nominal survreg Wald power/MDE diagnostic; bootstrap calibration shows anti-conservative size, so this row is not size-calibrated citation-ready power."
"M1","Weibull AFT","repress_c","eng_c:repress_c",-5.15351672290983,0.25,-1.28837918072746,2000,1,0.1,0.1755,0.0325,0.1755,0.0325,0.1755,0.0325,FALSE,"nominal_wald_diagnostic_not_size_calibrated","weibull_bootstrap_calibration.csv",0.0940940940940941,2.23101512295055,3.17865548267371,0.1001001001001,1,"Nominal survreg Wald power/MDE diagnostic; bootstrap calibration shows anti-conservative size, so this row is not size-calibrated citation-ready power."
"M1","Weibull AFT","repress_c","eng_c:repress_c",-5.15351672290983,0.5,-2.57675836145492,2000,1,0.05,0.17,0.0415,0.17,0.0415,0.17,0.0415,FALSE,"nominal_wald_diagnostic_not_size_calibrated","weibull_bootstrap_calibration.csv",0.0940940940940941,2.23101512295055,3.17865548267371,0.1001001001001,1,"Nominal survreg Wald power/MDE diagnostic; bootstrap calibration shows anti-conservative size, so this row is not size-calibrated citation-ready power."
"M1","Weibull AFT","repress_c","eng_c:repress_c",-5.15351672290983,0.5,-2.57675836145492,2000,1,0.1,0.2515,0.0645,0.2515,0.0645,0.2515,0.0645,FALSE,"nominal_wald_diagnostic_not_size_calibrated","weibull_bootstrap_calibration.csv",0.0940940940940941,2.23101512295055,3.17865548267371,0.1001001001001,1,"Nominal survreg Wald power/MDE diagnostic; bootstrap calibration shows anti-conservative size, so this row is not size-calibrated citation-ready power."
"M1","Weibull AFT","repress_c","eng_c:repress_c",-5.15351672290983,1,-5.15351672290983,2000,1,0.05,0.436,0.1945,0.436,0.1945,0.436,0.1945,FALSE,"nominal_wald_diagnostic_not_size_calibrated","weibull_bootstrap_calibration.csv",0.0940940940940941,2.23101512295055,3.17865548267371,0.1001001001001,1,"Nominal survreg Wald power/MDE diagnostic; bootstrap calibration shows anti-conservative size, so this row is not size-calibrated citation-ready power."
"M1","Weibull AFT","repress_c","eng_c:repress_c",-5.15351672290983,1,-5.15351672290983,2000,1,0.1,0.552,0.252,0.552,0.252,0.552,0.252,FALSE,"nominal_wald_diagnostic_not_size_calibrated","weibull_bootstrap_calibration.csv",0.0940940940940941,2.23101512295055,3.17865548267371,0.1001001001001,1,"Nominal survreg Wald power/MDE diagnostic; bootstrap calibration shows anti-conservative size, so this row is not size-calibrated citation-ready power."
"M1","Weibull AFT","repress_c","eng_c:repress_c",-5.15351672290983,2,-10.3070334458197,2000,1,0.05,0.9445,0.787,0.9445,0.787,0.9445,0.787,FALSE,"nominal_wald_diagnostic_not_size_calibrated","weibull_bootstrap_calibration.csv",0.0940940940940941,2.23101512295055,3.17865548267371,0.1001001001001,1,"Nominal survreg Wald power/MDE diagnostic; bootstrap calibration shows anti-conservative size, so this row is not size-calibrated citation-ready power."
"M1","Weibull AFT","repress_c","eng_c:repress_c",-5.15351672290983,2,-10.3070334458197,2000,1,0.1,0.9745,0.8505,0.9745,0.8505,0.9745,0.8505,FALSE,"nominal_wald_diagnostic_not_size_calibrated","weibull_bootstrap_calibration.csv",0.0940940940940941,2.23101512295055,3.17865548267371,0.1001001001001,1,"Nominal survreg Wald power/MDE diagnostic; bootstrap calibration shows anti-conservative size, so this row is not size-calibrated citation-ready power."
"M2","Weibull AFT","civlib_c","eng_c:civlib_c",-23.7369425578998,0,0,2000,1,0.05,0.081,0.014,0.081,0.014,0.081,0.014,FALSE,"nominal_wald_diagnostic_not_size_calibrated","weibull_bootstrap_calibration.csv",0.0820820820820821,2.25416945202887,3.20220269632364,0.159159159159159,1,"Nominal survreg Wald power/MDE diagnostic; bootstrap calibration shows anti-conservative size, so this row is not size-calibrated citation-ready power."
"M2","Weibull AFT","civlib_c","eng_c:civlib_c",-23.7369425578998,0,0,2000,1,0.1,0.139,0.024,0.139,0.024,0.139,0.024,FALSE,"nominal_wald_diagnostic_not_size_calibrated","weibull_bootstrap_calibration.csv",0.0820820820820821,2.25416945202887,3.20220269632364,0.159159159159159,1,"Nominal survreg Wald power/MDE diagnostic; bootstrap calibration shows anti-conservative size, so this row is not size-calibrated citation-ready power."
"M2","Weibull AFT","civlib_c","eng_c:civlib_c",-23.7369425578998,0.25,-5.93423563947494,2000,1,0.05,0.0875,0.0185,0.0875,0.0185,0.0875,0.0185,FALSE,"nominal_wald_diagnostic_not_size_calibrated","weibull_bootstrap_calibration.csv",0.0820820820820821,2.25416945202887,3.20220269632364,0.159159159159159,1,"Nominal survreg Wald power/MDE diagnostic; bootstrap calibration shows anti-conservative size, so this row is not size-calibrated citation-ready power."
"M2","Weibull AFT","civlib_c","eng_c:civlib_c",-23.7369425578998,0.25,-5.93423563947494,2000,1,0.1,0.15,0.0355,0.15,0.0355,0.15,0.0355,FALSE,"nominal_wald_diagnostic_not_size_calibrated","weibull_bootstrap_calibration.csv",0.0820820820820821,2.25416945202887,3.20220269632364,0.159159159159159,1,"Nominal survreg Wald power/MDE diagnostic; bootstrap calibration shows anti-conservative size, so this row is not size-calibrated citation-ready power."
"M2","Weibull AFT","civlib_c","eng_c:civlib_c",-23.7369425578998,0.5,-11.8684712789499,2000,1,0.05,0.1425,0.0305,0.1425,0.0305,0.1425,0.0305,FALSE,"nominal_wald_diagnostic_not_size_calibrated","weibull_bootstrap_calibration.csv",0.0820820820820821,2.25416945202887,3.20220269632364,0.159159159159159,1,"Nominal survreg Wald power/MDE diagnostic; bootstrap calibration shows anti-conservative size, so this row is not size-calibrated citation-ready power."
"M2","Weibull AFT","civlib_c","eng_c:civlib_c",-23.7369425578998,0.5,-11.8684712789499,2000,1,0.1,0.216,0.055,0.216,0.055,0.216,0.055,FALSE,"nominal_wald_diagnostic_not_size_calibrated","weibull_bootstrap_calibration.csv",0.0820820820820821,2.25416945202887,3.20220269632364,0.159159159159159,1,"Nominal survreg Wald power/MDE diagnostic; bootstrap calibration shows anti-conservative size, so this row is not size-calibrated citation-ready power."
"M2","Weibull AFT","civlib_c","eng_c:civlib_c",-23.7369425578998,1,-23.7369425578998,2000,1,0.05,0.314,0.1115,0.314,0.1115,0.314,0.1115,FALSE,"nominal_wald_diagnostic_not_size_calibrated","weibull_bootstrap_calibration.csv",0.0820820820820821,2.25416945202887,3.20220269632364,0.159159159159159,1,"Nominal survreg Wald power/MDE diagnostic; bootstrap calibration shows anti-conservative size, so this row is not size-calibrated citation-ready power."
"M2","Weibull AFT","civlib_c","eng_c:civlib_c",-23.7369425578998,1,-23.7369425578998,2000,1,0.1,0.428,0.1565,0.428,0.1565,0.428,0.1565,FALSE,"nominal_wald_diagnostic_not_size_calibrated","weibull_bootstrap_calibration.csv",0.0820820820820821,2.25416945202887,3.20220269632364,0.159159159159159,1,"Nominal survreg Wald power/MDE diagnostic; bootstrap calibration shows anti-conservative size, so this row is not size-calibrated citation-ready power."
"M2","Weibull AFT","civlib_c","eng_c:civlib_c",-23.7369425578998,2,-47.4738851157995,2000,1,0.05,0.7805,0.51,0.7805,0.51,0.7805,0.51,FALSE,"nominal_wald_diagnostic_not_size_calibrated","weibull_bootstrap_calibration.csv",0.0820820820820821,2.25416945202887,3.20220269632364,0.159159159159159,1,"Nominal survreg Wald power/MDE diagnostic; bootstrap calibration shows anti-conservative size, so this row is not size-calibrated citation-ready power."
"M2","Weibull AFT","civlib_c","eng_c:civlib_c",-23.7369425578998,2,-47.4738851157995,2000,1,0.1,0.8585,0.591,0.8585,0.591,0.8585,0.591,FALSE,"nominal_wald_diagnostic_not_size_calibrated","weibull_bootstrap_calibration.csv",0.0820820820820821,2.25416945202887,3.20220269632364,0.159159159159159,1,"Nominal survreg Wald power/MDE diagnostic; bootstrap calibration shows anti-conservative size, so this row is not size-calibrated citation-ready power."
"M3","Weibull AFT","clpol_c","eng_c:clpol_c",-28.7579761836397,0,0,2000,1,0.05,0.0785,0.0165,0.0785,0.0165,0.0785,0.0165,FALSE,"nominal_wald_diagnostic_not_size_calibrated","weibull_bootstrap_calibration.csv",0.0700700700700701,2.15598047658221,3.10259937000283,0.107107107107107,1,"Nominal survreg Wald power/MDE diagnostic; bootstrap calibration shows anti-conservative size, so this row is not size-calibrated citation-ready power."
"M3","Weibull AFT","clpol_c","eng_c:clpol_c",-28.7579761836397,0,0,2000,1,0.1,0.1445,0.0265,0.1445,0.0265,0.1445,0.0265,FALSE,"nominal_wald_diagnostic_not_size_calibrated","weibull_bootstrap_calibration.csv",0.0700700700700701,2.15598047658221,3.10259937000283,0.107107107107107,1,"Nominal survreg Wald power/MDE diagnostic; bootstrap calibration shows anti-conservative size, so this row is not size-calibrated citation-ready power."
"M3","Weibull AFT","clpol_c","eng_c:clpol_c",-28.7579761836397,0.25,-7.18949404590994,2000,1,0.05,0.092,0.017,0.092,0.017,0.092,0.017,FALSE,"nominal_wald_diagnostic_not_size_calibrated","weibull_bootstrap_calibration.csv",0.0700700700700701,2.15598047658221,3.10259937000283,0.107107107107107,1,"Nominal survreg Wald power/MDE diagnostic; bootstrap calibration shows anti-conservative size, so this row is not size-calibrated citation-ready power."
"M3","Weibull AFT","clpol_c","eng_c:clpol_c",-28.7579761836397,0.25,-7.18949404590994,2000,1,0.1,0.1505,0.0285,0.1505,0.0285,0.1505,0.0285,FALSE,"nominal_wald_diagnostic_not_size_calibrated","weibull_bootstrap_calibration.csv",0.0700700700700701,2.15598047658221,3.10259937000283,0.107107107107107,1,"Nominal survreg Wald power/MDE diagnostic; bootstrap calibration shows anti-conservative size, so this row is not size-calibrated citation-ready power."
"M3","Weibull AFT","clpol_c","eng_c:clpol_c",-28.7579761836397,0.5,-14.3789880918199,2000,1,0.05,0.1445,0.0315,0.1445,0.0315,0.1445,0.0315,FALSE,"nominal_wald_diagnostic_not_size_calibrated","weibull_bootstrap_calibration.csv",0.0700700700700701,2.15598047658221,3.10259937000283,0.107107107107107,1,"Nominal survreg Wald power/MDE diagnostic; bootstrap calibration shows anti-conservative size, so this row is not size-calibrated citation-ready power."
"M3","Weibull AFT","clpol_c","eng_c:clpol_c",-28.7579761836397,0.5,-14.3789880918199,2000,1,0.1,0.223,0.0535,0.223,0.0535,0.223,0.0535,FALSE,"nominal_wald_diagnostic_not_size_calibrated","weibull_bootstrap_calibration.csv",0.0700700700700701,2.15598047658221,3.10259937000283,0.107107107107107,1,"Nominal survreg Wald power/MDE diagnostic; bootstrap calibration shows anti-conservative size, so this row is not size-calibrated citation-ready power."
"M3","Weibull AFT","clpol_c","eng_c:clpol_c",-28.7579761836397,1,-28.7579761836397,2000,1,0.05,0.377,0.1385,0.377,0.1385,0.377,0.1385,FALSE,"nominal_wald_diagnostic_not_size_calibrated","weibull_bootstrap_calibration.csv",0.0700700700700701,2.15598047658221,3.10259937000283,0.107107107107107,1,"Nominal survreg Wald power/MDE diagnostic; bootstrap calibration shows anti-conservative size, so this row is not size-calibrated citation-ready power."
"M3","Weibull AFT","clpol_c","eng_c:clpol_c",-28.7579761836397,1,-28.7579761836397,2000,1,0.1,0.5015,0.195,0.5015,0.195,0.5015,0.195,FALSE,"nominal_wald_diagnostic_not_size_calibrated","weibull_bootstrap_calibration.csv",0.0700700700700701,2.15598047658221,3.10259937000283,0.107107107107107,1,"Nominal survreg Wald power/MDE diagnostic; bootstrap calibration shows anti-conservative size, so this row is not size-calibrated citation-ready power."
"M3","Weibull AFT","clpol_c","eng_c:clpol_c",-28.7579761836397,2,-57.5159523672795,2000,1,0.05,0.8935,0.6675,0.8935,0.6675,0.8935,0.6675,FALSE,"nominal_wald_diagnostic_not_size_calibrated","weibull_bootstrap_calibration.csv",0.0700700700700701,2.15598047658221,3.10259937000283,0.107107107107107,1,"Nominal survreg Wald power/MDE diagnostic; bootstrap calibration shows anti-conservative size, so this row is not size-calibrated citation-ready power."
"M3","Weibull AFT","clpol_c","eng_c:clpol_c",-28.7579761836397,2,-57.5159523672795,2000,1,0.1,0.939,0.752,0.939,0.752,0.939,0.752,FALSE,"nominal_wald_diagnostic_not_size_calibrated","weibull_bootstrap_calibration.csv",0.0700700700700701,2.15598047658221,3.10259937000283,0.107107107107107,1,"Nominal survreg Wald power/MDE diagnostic; bootstrap calibration shows anti-conservative size, so this row is not size-calibrated citation-ready power."
"M4","Weibull AFT","polity_c","eng_c:polity_c",-0.122879680424706,0,0,2000,1,0.05,0.0895,0.015,0.0895,0.015,0.0895,0.015,FALSE,"nominal_wald_diagnostic_not_size_calibrated","weibull_bootstrap_calibration.csv",0.0800800800800801,2.19413620104892,3.05531446225468,0.870870870870871,1,"Nominal survreg Wald power/MDE diagnostic; bootstrap calibration shows anti-conservative size, so this row is not size-calibrated citation-ready power."
"M4","Weibull AFT","polity_c","eng_c:polity_c",-0.122879680424706,0,0,2000,1,0.1,0.1515,0.0285,0.1515,0.0285,0.1515,0.0285,FALSE,"nominal_wald_diagnostic_not_size_calibrated","weibull_bootstrap_calibration.csv",0.0800800800800801,2.19413620104892,3.05531446225468,0.870870870870871,1,"Nominal survreg Wald power/MDE diagnostic; bootstrap calibration shows anti-conservative size, so this row is not size-calibrated citation-ready power."
"M4","Weibull AFT","polity_c","eng_c:polity_c",-0.122879680424706,0.25,-0.0307199201061765,2000,1,0.05,0.082,0.012,0.082,0.012,0.082,0.012,FALSE,"nominal_wald_diagnostic_not_size_calibrated","weibull_bootstrap_calibration.csv",0.0800800800800801,2.19413620104892,3.05531446225468,0.870870870870871,1,"Nominal survreg Wald power/MDE diagnostic; bootstrap calibration shows anti-conservative size, so this row is not size-calibrated citation-ready power."
"M4","Weibull AFT","polity_c","eng_c:polity_c",-0.122879680424706,0.25,-0.0307199201061765,2000,1,0.1,0.1425,0.0225,0.1425,0.0225,0.1425,0.0225,FALSE,"nominal_wald_diagnostic_not_size_calibrated","weibull_bootstrap_calibration.csv",0.0800800800800801,2.19413620104892,3.05531446225468,0.870870870870871,1,"Nominal survreg Wald power/MDE diagnostic; bootstrap calibration shows anti-conservative size, so this row is not size-calibrated citation-ready power."
"M4","Weibull AFT","polity_c","eng_c:polity_c",-0.122879680424706,0.5,-0.0614398402123531,2000,1,0.05,0.084,0.0175,0.084,0.0175,0.084,0.0175,FALSE,"nominal_wald_diagnostic_not_size_calibrated","weibull_bootstrap_calibration.csv",0.0800800800800801,2.19413620104892,3.05531446225468,0.870870870870871,1,"Nominal survreg Wald power/MDE diagnostic; bootstrap calibration shows anti-conservative size, so this row is not size-calibrated citation-ready power."
"M4","Weibull AFT","polity_c","eng_c:polity_c",-0.122879680424706,0.5,-0.0614398402123531,2000,1,0.1,0.144,0.03,0.144,0.03,0.144,0.03,FALSE,"nominal_wald_diagnostic_not_size_calibrated","weibull_bootstrap_calibration.csv",0.0800800800800801,2.19413620104892,3.05531446225468,0.870870870870871,1,"Nominal survreg Wald power/MDE diagnostic; bootstrap calibration shows anti-conservative size, so this row is not size-calibrated citation-ready power."
"M4","Weibull AFT","polity_c","eng_c:polity_c",-0.122879680424706,1,-0.122879680424706,2000,1,0.05,0.0795,0.019,0.0795,0.019,0.0795,0.019,FALSE,"nominal_wald_diagnostic_not_size_calibrated","weibull_bootstrap_calibration.csv",0.0800800800800801,2.19413620104892,3.05531446225468,0.870870870870871,1,"Nominal survreg Wald power/MDE diagnostic; bootstrap calibration shows anti-conservative size, so this row is not size-calibrated citation-ready power."
"M4","Weibull AFT","polity_c","eng_c:polity_c",-0.122879680424706,1,-0.122879680424706,2000,1,0.1,0.1365,0.0275,0.1365,0.0275,0.1365,0.0275,FALSE,"nominal_wald_diagnostic_not_size_calibrated","weibull_bootstrap_calibration.csv",0.0800800800800801,2.19413620104892,3.05531446225468,0.870870870870871,1,"Nominal survreg Wald power/MDE diagnostic; bootstrap calibration shows anti-conservative size, so this row is not size-calibrated citation-ready power."
"M4","Weibull AFT","polity_c","eng_c:polity_c",-0.122879680424706,2,-0.245759360849412,2000,1,0.05,0.085,0.0255,0.085,0.0255,0.085,0.0255,FALSE,"nominal_wald_diagnostic_not_size_calibrated","weibull_bootstrap_calibration.csv",0.0800800800800801,2.19413620104892,3.05531446225468,0.870870870870871,1,"Nominal survreg Wald power/MDE diagnostic; bootstrap calibration shows anti-conservative size, so this row is not size-calibrated citation-ready power."
"M4","Weibull AFT","polity_c","eng_c:polity_c",-0.122879680424706,2,-0.245759360849412,2000,1,0.1,0.1535,0.0365,0.1535,0.0365,0.1535,0.0365,FALSE,"nominal_wald_diagnostic_not_size_calibrated","weibull_bootstrap_calibration.csv",0.0800800800800801,2.19413620104892,3.05531446225468,0.870870870870871,1,"Nominal survreg Wald power/MDE diagnostic; bootstrap calibration shows anti-conservative size, so this row is not size-calibrated citation-ready power."
