"CAMPAIGN","LOCATION","ID","cow","iso3","BYEAR","EYEAR","target","success","limited","failure","ongoing","viol","NONVIOL","FSELFDET","REGCHANGE","SECESSION","OTHER","Num_Image_sum","Num_Banner_sum","Eng_Banner_sum","v2svindep","v2svdomaut","v2svinlaut","v2svstterr","v2csreprss","v2xcl_dmove","v2x_clpol","v2cldmovem","v2cldmovew","v2x_civlib","v2mecenefi","v2mecenefm","v2peedueq","v2caassemb","p_polity2","lngdp","lnpop","wdi_fdiin","wdi_import","wdi_export","aid_crsc","aid_crsio","aid_crnc","aid_crnio","ht_region","wdi_trade","wdi_eneimp","wdi_debt","dr_eg","dr_sg","dr_ig","atop_number","oecd_tiva_t1","fi_ftradeint_pd","ht_colonial","lengthofcampaign","lnlengthofcam","success3","lnnum_image_sum","lnaid","goals","eng_prob_general","nonviolent_camp","colonized","colonized_english"
"Syrian Civil War","Syria",282,652,"SYR",2011,2019,"Assad regime","0","0","1",1,"1",0,0,1,0,0,6985,11529,1569,1,-1.41611111111111,-1.45122222222222,58.3067777777778,-2.33511111111111,0.142555555555556,0.0437777777777778,-1.14977777777778,-1.43577777777778,0.0741111111111111,-2.72811111111111,-3.021,-1.20222222222222,-2.949,-9,6.85188875672357,16.8304400468314,1.19065657354592,36.8695902484272,13.9017462790938,834457408,305501865.333333,25.6666666666667,7.66666666666667,"3",50.771336527521,16.2164601400266,NA,33.3015359242757,49.0808936225043,46.5205086602105,3.25,NA,4.10265955581873,6,8,2.19722457733622,"0",8.85152027169106,20.8542583744457,"REGCHANGE",0.136091595107989,"0",1,0
"Syrian Uprising","Syria",282,652,"SYR",2011,2011,"Assad regime","0","0","1",0,"0",1,0,1,0,0,698,1558,201,1,0.548,0.329,83.136,-2.04,0.256,0.058,-0.49,-0.862,0.109,-2.914,-3.021,-0.308,-2.949,-7,7.34785751957129,16.939228443439,1.19065657354592,31.3267665215573,19.369327824098,235794624,49455772,22,6,"3",50.6960943456553,-26.1520902042094,NA,35.3040962219238,49.8736991882324,47.2538948059082,5,NA,5.06738615827321,6,0,0,"0",6.54821910276237,19.4688779384671,"REGCHANGE",0.129011553273427,"1",1,0
"UDAR","Bosnia-Herzegovina",521,346,"BIH",2014,2014,"incumbent government","0","0","1",0,"0",1,0,1,0,0,29,35,3,1,-0.141,0.564,95.923,1.86,0.86,0.816,1.906,1.62,0.857,1.889,0.578,0.895,1.804,NA,8.39018991572557,15.0883752686804,2.93596436118962,56.5631605791701,33.9891201082484,NA,NA,NA,NA,"1",90.5522806874185,22.7300892330376,NA,64.1378707885742,68.3228912353516,68.1201019287109,3,NA,7.69842677445487,0,0,0,"0",3.36729582998647,NA,"REGCHANGE",0.0857142857142857,"1",0,0
"Ultras ""United Ukraine"" Campaign","Ukraine",527,369,"UKR",2014,2014,"Russian occupation/pro-Russian rebels","0","0","1",0,"0",1,1,0,0,0,57,118,17,1,0.331,0.471,78.125,0.547,0.797,0.642,0.996,1.867,0.609,0.641,0.429,1.601,-0.041,4,7.76056807293479,17.6282027215484,0.634440716736561,52.0988206677736,48.5929618158503,NA,NA,NA,NA,"1",100.691782483624,27.2085082165267,63.6653191884884,61.7301292419434,70.9716949462891,73.0144577026367,35,NA,5.7759858199806,0,0,0,"0",4.04305126783455,NA,"FSELFDET",0.144067796610169,"1",0,0
"Western Southeast Asia Front","Myanmar",536,775,"MMR",2015,2019,"Indian Rule, Myanmarese rule","0","0","1",1,"1",0,0,0,1,0,101,450,97,1,1.192,1.633,80.1322,0.406,0.3472,0.6266,-0.328,-0.3028,0.4758,0.4778,0.7276,-0.6522,0.5316,8,7.2502828316542,17.7720129829721,4.97855303125675,30.9780735720413,25.6262564488496,NA,NA,NA,NA,"7",56.6043300208909,NA,NA,39.4660842895508,39.6885139465332,43.8514846801758,1,NA,5.07384915749224,5,4,1.6094379124341,"0",4.61512051684126,NA,"SECESSION",0.215555555555556,"0",1,1
"Yellow Vests","France",559,220,"FRA",2018,2019,"Macron government","0","0","1",1,"0",1,0,1,0,0,1290,1904,139,1,1.772,1.884,95,1.405,0.914,0.952,2.031,2.32,0.944,1.223,2.435,1.946,2.216,10,10.5596040057989,18.024272119315,2.36853607271485,32.6368515812467,31.6528613123112,NA,NA,NA,NA,"5",64.2897128935579,NA,103.304282968751,79.076358795166,86.650146484375,87.8432540893555,30,NA,8.53000903762074,0,1,0.693147180559945,"0",7.16239749735572,NA,"REGCHANGE",0.0730042016806723,"1",0,0
"anti-Balaka","Central African Republic",361,482,"CAF",2013,2014,"Central African Republic govt","1","0","0",0,"1",0,0,1,0,0,411,517,39,1,-0.411,-1.4915,59.5,-1.472,0.336,0.547,-0.483,-0.204,0.3585,1.032,0.396,-0.614,-0.308,0,5.82432627120323,15.3842475102198,0.14646419505892,29.9228186049648,15.8243711900922,95979744,144971296,22,13,"4",45.747189795057,NA,NA,30.9340009689331,30.2558917999268,36.7393321990967,5,NA,4.62535913993323,6,1,0.693147180559945,"2",6.01859321449623,19.3001043214397,"REGCHANGE",0.0754352030947776,"0",1,0
"anti-Kabila campaign","Democratic Republic of Congo",547,490,"COD",2017,2018,"Kabila regime","1","0","0",0,"0",1,0,1,0,0,364,517,48,1,0.87,0.25,76.409,-0.989,0.507,0.528,-0.008,0.5405,0.411,-1.603,-0.443,-0.6465,-0.199,-3,6.18128936834582,18.2661920036558,2.85774291483557,38.2035291620824,33.9020252217553,NA,NA,NA,NA,"4",72.1055543838376,NA,NA,35.9989471435547,31.9796409606934,45.5553512573242,7,NA,5.37015376738306,8,1,0.693147180559945,"2",5.89715386763674,NA,"REGCHANGE",0.0928433268858801,"1",1,0
"anti-Maduro","Venezuela",528,101,"VEN",2014,2019,"Maduro government","0","0","1",1,"0",1,0,1,0,0,4616,7925,616,1,0.716,0.359,86.8796666666667,-0.632166666666667,0.725666666666667,0.345833333333333,1.021,1.182,0.4525,-0.627,-2.00333333333333,-1.0885,-1.21216666666667,4,NA,17.2212819462241,0.23530176692753,31.3969861752704,16.6938273502942,NA,NA,NA,NA,"2",48.0908135255646,NA,NA,30.2971235911051,55.496919631958,52.2187658945719,2.4,NA,3.74411969537855,2,5,1.79175946922805,"0",8.43728380818794,NA,"REGCHANGE",0.0777287066246057,"1",1,0
"anti-Mahdi movement","Iraq",572,645,"IRQ",2019,2019,"Mahdi govt","1","0","0",0,"0",1,0,1,0,0,623,1082,70,1,-0.42,-0.167,78.375,0.974,0.482,0.531,1.008,-0.658,0.428,-0.152,0.218,-0.326,-0.897,6,8.48763803566412,17.5427334174326,-1.31640616709339,30.9380702213968,38.0518681988838,NA,NA,NA,NA,"3",68.9899384202806,NA,NA,43.1846237182617,40.1992225646973,46.0015640258789,NA,NA,3.77579658991879,5,0,0,"2",6.43454651878745,NA,"REGCHANGE",0.0646950092421442,"1",1,1
"anti-Morales protests","Bolivia",565,145,"BOL",2019,2019,"Morales govt","1","0","0",0,"0",1,0,1,0,0,651,1050,78,1,0.849,1.01,89.877,0.203,0.651,0.673,0.73,0.843,0.703,0.694,-0.172,-0.842,0.722,7,8.08423833171655,16.2816857815153,-0.529735011404666,31.4300444470217,24.967262285945,NA,NA,NA,NA,"2",56.3973067329667,NA,NA,43.3778495788574,58.9422302246094,58.0311393737793,NA,NA,7.01456194268676,2,0,0,"2",6.47850964220857,NA,"REGCHANGE",0.0742857142857143,"1",1,0
"anti-Pinera","Chile",567,155,"CHL",2019,2019,"Pinera government","0","0","1",1,"0",1,0,1,0,0,743,1297,92,1,1.675,1.92,94.75,1.4,0.949,0.919,2.561,2.551,0.886,1.609,1.746,0.074,0.789,10,9.5298930081539,16.7620255386424,4.51805365073962,29.6938422593197,27.8341315902738,NA,NA,NA,NA,"2",57.5279738495935,NA,NA,67.3327178955078,73.887809753418,75.7038040161133,NA,NA,8.15673759520001,2,0,0,"0",6.61069604471776,NA,"REGCHANGE",0.0709329221279877,"1",1,0
"anti-Rajoelina movement","Madagascar",508,580,"MDG",2009,2014,"Rajoelina government","0","1","0",0,"0",1,0,1,0,0,203,278,15,1,0.7865,1.06966666666667,75.4671666666667,1.00983333333333,0.637666666666667,0.720666666666667,0.6975,0.7835,0.624,1.526,-0.0685,-2.27983333333333,-0.9965,3,6.12065372702458,16.9361602972373,7.3693280236379,34.9089656001102,23.0507698644422,309190185.6,276590129.6,20.4,10.8,"4",57.9597354645525,NA,NA,47.7867272694906,33.8542512257894,46.5289414723714,1,NA,6.30894754799947,6,5,1.79175946922805,"1",5.31320597904179,20.1884553902229,"REGCHANGE",0.0539568345323741,"1",1,0
"anti-Ravalomanana movement","Madagascar",272,580,"MDG",2009,2009,"Ravalomanana government","1","0","0",0,"0",1,0,1,0,0,52,76,5,1,0.906,1.014,78.375,0.747,0.602,0.686,0.526,0.704,0.579,1.526,-0.276,-2.159,-1.592,0,6.14657686996373,16.8655933179283,13.4485425615454,42.0358677611163,20.3758298360304,675083712,242804928,23,13,"4",62.4116975971466,NA,NA,42.9905967712402,33.3485946655273,44.8226585388184,1,NA,6.19500680977869,6,0,0,"2",3.95124371858143,20.6375866351264,"REGCHANGE",0.0657894736842105,"1",1,0
"anti-Sisi protests","Egypt",568,651,"EGY",2019,2019,"Sisi government","0","0","1",0,"0",1,0,1,0,0,344,579,75,1,1.957,1.546,93.091,-1.148,0.585,0.133,1.323,-0.227,0.196,-1.08,-1.832,-1.473,-2.148,-4,8.23446615881951,18.4753457223197,2.97283696285301,25.7398395370249,17.5006106612052,NA,NA,NA,NA,"3",43.24045019823,NA,NA,49.2074317932129,64.2549514770508,68.1485290527344,NA,NA,6.24251961558774,5,0,0,"0",5.8406416573734,NA,"REGCHANGE",0.129533678756477,"1",1,1
"anti-Áñez protests","Bolivia",566,145,"BOL",2019,2019,"Áñez govt","0","0","1",1,"0",1,0,1,0,0,237,394,23,1,0.849,1.01,89.877,0.203,0.651,0.673,0.73,0.843,0.703,0.694,-0.172,-0.842,0.722,7,8.08423833171655,16.2816857815153,-0.529735011404666,31.4300444470217,24.967262285945,NA,NA,NA,NA,"2",56.3973067329667,NA,NA,43.3778495788574,58.9422302246094,58.0311393737793,NA,NA,7.01456194268676,2,0,0,"0",5.46806014113513,NA,"REGCHANGE",0.0583756345177665,"1",1,0
