"panel","eng","fit","lwr","upr","reference_time","turning_point","turning_lo","turning_hi"
"M4: Cox PH",0.00640597891365275,0.000567474966307158,2.10155665292255e-06,0.142144701319568,1.46153846153846,0.134916186870713,0.0975331327144527,0.172299241026973
"M4: Cox PH",0.00960896837047912,0.000753559415382354,3.63769447375706e-06,0.144628620215906,1.46153846153846,0.134916186870713,0.0975331327144527,0.172299241026973
"M4: Cox PH",0.0128119578273055,0.000993497807740495,6.20043214083488e-06,0.147299040937237,1.46153846153846,0.134916186870713,0.0975331327144527,0.172299241026973
"M4: Cox PH",0.0160149472841319,0.00130044526844098,1.04067032637989e-05,0.150168623610866,1.46153846153846,0.134916186870713,0.0975331327144527,0.172299241026973
"M4: Cox PH",0.0192179367409582,0.00169001123670909,1.71982228924783e-05,0.153251331946221,1.46153846153846,0.134916186870713,0.0975331327144527,0.172299241026973
"M4: Cox PH",0.0224209261977846,0.00218049680364185,2.79843814874337e-05,0.156562552819407,1.46153846153846,0.134916186870713,0.0975331327144527,0.172299241026973
"M4: Cox PH",0.025623915654611,0.00279309062202027,4.48322943161772e-05,0.160119217685052,1.46153846153846,0.134916186870713,0.0975331327144527,0.172299241026973
"M4: Cox PH",0.0288269051114374,0.00355200031759084,7.07114207122439e-05,0.163939920656209,1.46153846153846,0.134916186870713,0.0975331327144527,0.172299241026973
"M4: Cox PH",0.0320298945682637,0.00448449308152599,0.00010979705264702,0.168045025483319,1.46153846153846,0.134916186870713,0.0975331327144527,0.172299241026973
"M4: Cox PH",0.0352328840250901,0.00562081674157,0.000167831159678777,0.172456750128048,1.46153846153846,0.134916186870713,0.0975331327144527,0.172299241026973
"M4: Cox PH",0.0384358734819165,0.00699397158680259,0.000252529975096949,0.177199212951311,1.46153846153846,0.134916186870713,0.0975331327144527,0.172299241026973
"M4: Cox PH",0.0416388629387428,0.00863930409203517,0.000374015068107192,0.182298418501001,1.46153846153846,0.134916186870713,0.0975331327144527,0.172299241026973
"M4: Cox PH",0.0448418523955692,0.0105938969834939,0.000545228857746993,0.187782153350927,1.46153846153846,0.134916186870713,0.0975331327144527,0.172299241026973
"M4: Cox PH",0.0480448418523956,0.0128957362719829,0.000782277926907438,0.193679753421009,1.46153846153846,0.134916186870713,0.0975331327144527,0.172299241026973
"M4: Cox PH",0.051247831309222,0.0155826452700993,0.0011046306430994,0.200021694031376,1.46153846153846,0.134916186870713,0.0975331327144527,0.172299241026973
"M4: Cox PH",0.0544508207660483,0.0186909882832628,0.00153508333338415,0.206838943474656,1.46153846153846,0.134916186870713,0.0975331327144527,0.172299241026973
"M4: Cox PH",0.0576538102228747,0.0222541623633,0.00209940647816376,0.214162011816072,1.46153846153846,0.134916186870713,0.0975331327144527,0.172299241026973
"M4: Cox PH",0.0608567996797011,0.0263009135675227,0.00282559425568651,0.222019621760733,1.46153846153846,0.134916186870713,0.0975331327144527,0.172299241026973
"M4: Cox PH",0.0640597891365274,0.0308535334466956,0.00374267142693896,0.230436931923769,1.46153846153846,0.134916186870713,0.0975331327144527,0.172299241026973
"M4: Cox PH",0.0672627785933538,0.0359260104163822,0.0048790623025301,0.239433260167543,1.46153846153846,0.134916186870713,0.0975331327144527,0.172299241026973
"M4: Cox PH",0.0704657680501802,0.041522227312927,0.00626059393544254,0.249019291989854,1.46153846153846,0.134916186870713,0.0975331327144527,0.172299241026973
